Entity,Code,Year,Annual change in population,Annual population change (Projected)
Denmark,DNK,2050,,-2899
Denmark,DNK,2051,,-3458
Denmark,DNK,2052,,-3694
Denmark,DNK,2053,,-4168
Denmark,DNK,2054,,-4610
Denmark,DNK,2055,,-5017
Denmark,DNK,2056,,-5510
Denmark,DNK,2057,,-5318
Denmark,DNK,2058,,-4861
Denmark,DNK,2059,,-4776
Denmark,DNK,2060,,-5186
Denmark,DNK,2061,,-5254
Denmark,DNK,2062,,-5086
Denmark,DNK,2063,,-4935
Denmark,DNK,2064,,-4776
Denmark,DNK,2065,,-4847
Denmark,DNK,2066,,-4270
Denmark,DNK,2067,,-3631
Denmark,DNK,2068,,-3292
Denmark,DNK,2069,,-2925
Denmark,DNK,2070,,-2612
Denmark,DNK,2071,,-2211
Denmark,DNK,2072,,-1908
Denmark,DNK,2073,,-2342
Denmark,DNK,2074,,-2636
Denmark,DNK,2075,,-2464
Denmark,DNK,2076,,-2978
Denmark,DNK,2077,,-3212
Denmark,DNK,2078,,-3000
Denmark,DNK,2079,,-3309
Denmark,DNK,2080,,-3752
Denmark,DNK,2081,,-3944
Denmark,DNK,2082,,-4715
Denmark,DNK,2083,,-5904
Denmark,DNK,2084,,-6554
Denmark,DNK,2085,,-7090
Denmark,DNK,2086,,-7544
Denmark,DNK,2087,,-7826
Denmark,DNK,2088,,-7825
Denmark,DNK,2089,,-8021
Denmark,DNK,2090,,-8488
Denmark,DNK,2091,,-8417
Denmark,DNK,2092,,-8177
Denmark,DNK,2093,,-8005
Denmark,DNK,2094,,-7990
Denmark,DNK,2095,,-7772
Denmark,DNK,2096,,-7358
Denmark,DNK,2097,,-7508
Denmark,DNK,2098,,-7551
Denmark,DNK,2099,,-7483
Denmark,DNK,2100,,-7415
Djibouti,DJI,1951,1977,
Djibouti,DJI,1952,2045,
Djibouti,DJI,1953,2130,
Djibouti,DJI,1954,2222,
Djibouti,DJI,1955,2300,
Djibouti,DJI,1956,2380,
Djibouti,DJI,1957,2481,
Djibouti,DJI,1958,2573,
Djibouti,DJI,1959,2645,
Djibouti,DJI,1960,2938,
Djibouti,DJI,1961,3367,
Djibouti,DJI,1962,3898,
Djibouti,DJI,1963,4582,
Djibouti,DJI,1964,5327,
Djibouti,DJI,1965,5894,
Djibouti,DJI,1966,6176,
Djibouti,DJI,1967,6375,
Djibouti,DJI,1968,6605,
Djibouti,DJI,1969,7826,
Djibouti,DJI,1970,9098,
Djibouti,DJI,1971,9964,
Djibouti,DJI,1972,11116,
Djibouti,DJI,1973,12192,
Djibouti,DJI,1974,14162,
Djibouti,DJI,1975,17300,
Djibouti,DJI,1976,20825,
Djibouti,DJI,1977,23882,
Djibouti,DJI,1978,25413,
Djibouti,DJI,1979,24483,
Djibouti,DJI,1980,21297,
Djibouti,DJI,1981,17234,
Djibouti,DJI,1982,13831,
Djibouti,DJI,1983,12671,
Djibouti,DJI,1984,14514,
Djibouti,DJI,1985,18619,
Djibouti,DJI,1986,23654,
Djibouti,DJI,1987,28064,
Djibouti,DJI,1988,30122,
Djibouti,DJI,1989,38831,
Djibouti,DJI,1990,56182,
Djibouti,DJI,1991,51552,
Djibouti,DJI,1992,-5080,
Djibouti,DJI,1993,-11769,
Djibouti,DJI,1994,12470,
Djibouti,DJI,1995,6358,
Djibouti,DJI,1996,15279,
Djibouti,DJI,1997,23472,
Djibouti,DJI,1998,27529,
Djibouti,DJI,1999,24873,
Djibouti,DJI,2000,23098,
Djibouti,DJI,2001,23985,
Djibouti,DJI,2002,24265,
Djibouti,DJI,2003,17952,
Djibouti,DJI,2004,12605,
Djibouti,DJI,2005,13041,
Djibouti,DJI,2006,16593,
Djibouti,DJI,2007,18763,
Djibouti,DJI,2008,18209,
Djibouti,DJI,2009,18785,
Djibouti,DJI,2010,18728,
Djibouti,DJI,2011,18313,
Djibouti,DJI,2012,18189,
Djibouti,DJI,2013,18079,
Djibouti,DJI,2014,17887,
Djibouti,DJI,2015,17596,
Djibouti,DJI,2016,17344,
Djibouti,DJI,2017,17184,
Djibouti,DJI,2018,17042,
Djibouti,DJI,2019,16824,
Djibouti,DJI,2020,16483,
Djibouti,DJI,2021,16058,
Djibouti,DJI,2022,15850,
Djibouti,DJI,2023,15850,
Djibouti,DJI,2024,,15775
Djibouti,DJI,2025,,15356
Djibouti,DJI,2026,,15376
Djibouti,DJI,2027,,15567
Djibouti,DJI,2028,,15565
Djibouti,DJI,2029,,16085
Djibouti,DJI,2030,,16009
Djibouti,DJI,2031,,15662
Djibouti,DJI,2032,,15103
Djibouti,DJI,2033,,14353
Djibouti,DJI,2034,,13815
Djibouti,DJI,2035,,13884
Djibouti,DJI,2036,,13862
Djibouti,DJI,2037,,14121
Djibouti,DJI,2038,,14305
Djibouti,DJI,2039,,14092
Djibouti,DJI,2040,,14753
Djibouti,DJI,2041,,15161
Djibouti,DJI,2042,,14651
Djibouti,DJI,2043,,13117
Djibouti,DJI,2044,,12082
Djibouti,DJI,2045,,12397
Djibouti,DJI,2046,,12422
Djibouti,DJI,2047,,11586
Djibouti,DJI,2048,,10830
Djibouti,DJI,2049,,10842
Djibouti,DJI,2050,,10824
Djibouti,DJI,2051,,10130
Djibouti,DJI,2052,,10513
Djibouti,DJI,2053,,12133
Djibouti,DJI,2054,,12067
Djibouti,DJI,2055,,10138
Djibouti,DJI,2056,,10717
Djibouti,DJI,2057,,12677
Djibouti,DJI,2058,,12059
Djibouti,DJI,2059,,10712
Djibouti,DJI,2060,,9884
Djibouti,DJI,2061,,9340
Djibouti,DJI,2062,,9354
Djibouti,DJI,2063,,8126
Djibouti,DJI,2064,,6793
Djibouti,DJI,2065,,7773
Djibouti,DJI,2066,,9241
Djibouti,DJI,2067,,8843
Djibouti,DJI,2068,,7852
Djibouti,DJI,2069,,6829
Djibouti,DJI,2070,,6181
Djibouti,DJI,2071,,6397
Djibouti,DJI,2072,,5610
Djibouti,DJI,2073,,5204
Djibouti,DJI,2074,,6429
Djibouti,DJI,2075,,6745
Djibouti,DJI,2076,,6084
Djibouti,DJI,2077,,5424
Djibouti,DJI,2078,,4476
Djibouti,DJI,2079,,4494
Djibouti,DJI,2080,,3840
Djibouti,DJI,2081,,3141
Djibouti,DJI,2082,,4177
Djibouti,DJI,2083,,4274
Djibouti,DJI,2084,,4123
Djibouti,DJI,2085,,4892
Djibouti,DJI,2086,,4414
Djibouti,DJI,2087,,3839
Djibouti,DJI,2088,,4389
Djibouti,DJI,2089,,4042
Djibouti,DJI,2090,,3029
Djibouti,DJI,2091,,2268
Djibouti,DJI,2092,,2028
Djibouti,DJI,2093,,3557
Djibouti,DJI,2094,,3310
Djibouti,DJI,2095,,1926
Djibouti,DJI,2096,,1857
Djibouti,DJI,2097,,2783
Djibouti,DJI,2098,,3393
Djibouti,DJI,2099,,2252
Djibouti,DJI,2100,,1232
Dominica,DMA,1951,245,
Dominica,DMA,1952,398,
Dominica,DMA,1953,539,
Dominica,DMA,1954,702,
Dominica,DMA,1955,871,
Dominica,DMA,1956,1032,
Dominica,DMA,1957,1210,
Dominica,DMA,1958,1390,
Dominica,DMA,1959,1517,
Dominica,DMA,1960,1263,
Dominica,DMA,1961,844,
Dominica,DMA,1962,739,
Dominica,DMA,1963,790,
Dominica,DMA,1964,843,
Dominica,DMA,1965,920,
Dominica,DMA,1966,1000,
Dominica,DMA,1967,1076,
Dominica,DMA,1968,1153,
Dominica,DMA,1969,1205,
Dominica,DMA,1970,971,
Dominica,DMA,1971,621,
Dominica,DMA,1972,524,
Dominica,DMA,1973,531,
Dominica,DMA,1974,503,
Dominica,DMA,1975,483,
Dominica,DMA,1976,447,
Dominica,DMA,1977,388,
Dominica,DMA,1978,317,
Dominica,DMA,1979,237,
Dominica,DMA,1980,124,
Dominica,DMA,1981,-98,
Dominica,DMA,1982,-300,
Dominica,DMA,1983,-319,
Dominica,DMA,1984,-310,
Dominica,DMA,1985,-307,
Dominica,DMA,1986,-342,
Dominica,DMA,1987,-382,
Dominica,DMA,1988,-416,
Dominica,DMA,1989,-457,
Dominica,DMA,1990,-527,
Dominica,DMA,1991,-323,
Dominica,DMA,1992,23,
Dominica,DMA,1993,109,
Dominica,DMA,1994,40,
Dominica,DMA,1995,-3,
Dominica,DMA,1996,-68,
Dominica,DMA,1997,-107,
Dominica,DMA,1998,-171,
Dominica,DMA,1999,-261,
Dominica,DMA,2000,-356,
Dominica,DMA,2001,-228,
Dominica,DMA,2002,86,
Dominica,DMA,2003,167,
Dominica,DMA,2004,112,
Dominica,DMA,2005,86,
Dominica,DMA,2006,73,
Dominica,DMA,2007,39,
Dominica,DMA,2008,4,
Dominica,DMA,2009,13,
Dominica,DMA,2010,-7,
Dominica,DMA,2011,201,
Dominica,DMA,2012,65,
Dominica,DMA,2013,595,
Dominica,DMA,2014,654,
Dominica,DMA,2015,42,
Dominica,DMA,2016,-802,
Dominica,DMA,2017,-1113,
Dominica,DMA,2018,-319,
Dominica,DMA,2019,-294,
Dominica,DMA,2020,-313,
Dominica,DMA,2021,-366,
Dominica,DMA,2022,-375,
Dominica,DMA,2023,-316,
Dominica,DMA,2024,,-305
Dominica,DMA,2025,,-334
Dominica,DMA,2026,,-362
Dominica,DMA,2027,,-348
Dominica,DMA,2028,,-352
Dominica,DMA,2029,,-334
Dominica,DMA,2030,,-305
Dominica,DMA,2031,,-220
Dominica,DMA,2032,,-124
Dominica,DMA,2033,,-50
Dominica,DMA,2034,,-19
Dominica,DMA,2035,,7
Dominica,DMA,2036,,-6
Dominica,DMA,2037,,13
Dominica,DMA,2038,,14
Dominica,DMA,2039,,7
Dominica,DMA,2040,,7
Dominica,DMA,2041,,6
Dominica,DMA,2042,,-26
Dominica,DMA,2043,,-47
Dominica,DMA,2044,,-54
Dominica,DMA,2045,,-48
Dominica,DMA,2046,,-55
Dominica,DMA,2047,,-73
Dominica,DMA,2048,,-91
Dominica,DMA,2049,,-107
Dominica,DMA,2050,,-113
Dominica,DMA,2051,,-125
Dominica,DMA,2052,,-157
Dominica,DMA,2053,,-158
Dominica,DMA,2054,,-152
Dominica,DMA,2055,,-173
Dominica,DMA,2056,,-178
Dominica,DMA,2057,,-190
Dominica,DMA,2058,,-210
Dominica,DMA,2059,,-201
Dominica,DMA,2060,,-219
Dominica,DMA,2061,,-227
Dominica,DMA,2062,,-232
Dominica,DMA,2063,,-222
Dominica,DMA,2064,,-228
Dominica,DMA,2065,,-251
Dominica,DMA,2066,,-246
Dominica,DMA,2067,,-245
Dominica,DMA,2068,,-264
Dominica,DMA,2069,,-268
Dominica,DMA,2070,,-283
Dominica,DMA,2071,,-297
Dominica,DMA,2072,,-296
Dominica,DMA,2073,,-314
Dominica,DMA,2074,,-311
Dominica,DMA,2075,,-315
Dominica,DMA,2076,,-318
Dominica,DMA,2077,,-308
Dominica,DMA,2078,,-312
Dominica,DMA,2079,,-326
Dominica,DMA,2080,,-328
Dominica,DMA,2081,,-308
Dominica,DMA,2082,,-303
Dominica,DMA,2083,,-321
Dominica,DMA,2084,,-316
Dominica,DMA,2085,,-323
Dominica,DMA,2086,,-329
Dominica,DMA,2087,,-336
Dominica,DMA,2088,,-340
Dominica,DMA,2089,,-349
Dominica,DMA,2090,,-343
Dominica,DMA,2091,,-339
Dominica,DMA,2092,,-321
Dominica,DMA,2093,,-326
Dominica,DMA,2094,,-326
Dominica,DMA,2095,,-345
Dominica,DMA,2096,,-336
Dominica,DMA,2097,,-332
Dominica,DMA,2098,,-370
Dominica,DMA,2099,,-377
Dominica,DMA,2100,,-381
Dominican Republic,DOM,1951,70254,
Dominican Republic,DOM,1952,74906,
Dominican Republic,DOM,1953,79762,
Dominican Republic,DOM,1954,84283,
Dominican Republic,DOM,1955,88535,
Dominican Republic,DOM,1956,92398,
Dominican Republic,DOM,1957,95744,
Dominican Republic,DOM,1958,98572,
Dominican Republic,DOM,1959,100954,
Dominican Republic,DOM,1960,103037,
Dominican Republic,DOM,1961,104896,
Dominican Republic,DOM,1962,106703,
Dominican Republic,DOM,1963,108353,
Dominican Republic,DOM,1964,110270,
Dominican Republic,DOM,1965,110402,
Dominican Republic,DOM,1966,112884,
Dominican Republic,DOM,1967,117083,
Dominican Republic,DOM,1968,118259,
Dominican Republic,DOM,1969,119848,
Dominican Republic,DOM,1970,122255,
Dominican Republic,DOM,1971,124944,
Dominican Republic,DOM,1972,127654,
Dominican Republic,DOM,1973,130343,
Dominican Republic,DOM,1974,131963,
Dominican Republic,DOM,1975,132585,
Dominican Republic,DOM,1976,133621,
Dominican Republic,DOM,1977,135042,
Dominican Republic,DOM,1978,136445,
Dominican Republic,DOM,1979,137803,
Dominican Republic,DOM,1980,139349,
Dominican Republic,DOM,1981,139416,
Dominican Republic,DOM,1982,138656,
Dominican Republic,DOM,1983,140129,
Dominican Republic,DOM,1984,141804,
Dominican Republic,DOM,1985,141356,
Dominican Republic,DOM,1986,140809,
Dominican Republic,DOM,1987,141306,
Dominican Republic,DOM,1988,143218,
Dominican Republic,DOM,1989,146563,
Dominican Republic,DOM,1990,148865,
Dominican Republic,DOM,1991,148684,
Dominican Republic,DOM,1992,147627,
Dominican Republic,DOM,1993,147091,
Dominican Republic,DOM,1994,147127,
Dominican Republic,DOM,1995,146426,
Dominican Republic,DOM,1996,144775,
Dominican Republic,DOM,1997,141186,
Dominican Republic,DOM,1998,136288,
Dominican Republic,DOM,1999,135838,
Dominican Republic,DOM,2000,137989,
Dominican Republic,DOM,2001,136091,
Dominican Republic,DOM,2002,131944,
Dominican Republic,DOM,2003,128395,
Dominican Republic,DOM,2004,124263,
Dominican Republic,DOM,2005,120146,
Dominican Republic,DOM,2006,116152,
Dominican Republic,DOM,2007,114476,
Dominican Republic,DOM,2008,117472,
Dominican Republic,DOM,2009,122135,
Dominican Republic,DOM,2010,124910,
Dominican Republic,DOM,2011,125443,
Dominican Republic,DOM,2012,124786,
Dominican Republic,DOM,2013,123429,
Dominican Republic,DOM,2014,121685,
Dominican Republic,DOM,2015,119303,
Dominican Republic,DOM,2016,116604,
Dominican Republic,DOM,2017,115416,
Dominican Republic,DOM,2018,115202,
Dominican Republic,DOM,2019,111995,
Dominican Republic,DOM,2020,114255,
Dominican Republic,DOM,2021,115182,
Dominican Republic,DOM,2022,107254,
Dominican Republic,DOM,2023,100535,
Dominican Republic,DOM,2024,,96289
Dominican Republic,DOM,2025,,92925
Dominican Republic,DOM,2026,,89016
Dominican Republic,DOM,2027,,86438
Dominican Republic,DOM,2028,,83994
Dominican Republic,DOM,2029,,80885
Dominican Republic,DOM,2030,,78040
Dominican Republic,DOM,2031,,75295
Dominican Republic,DOM,2032,,72520
Dominican Republic,DOM,2033,,69855
Dominican Republic,DOM,2034,,67597
Dominican Republic,DOM,2035,,65310
Dominican Republic,DOM,2036,,62798
Dominican Republic,DOM,2037,,60314
Dominican Republic,DOM,2038,,58113
Dominican Republic,DOM,2039,,55500
Dominican Republic,DOM,2040,,53165
Dominican Republic,DOM,2041,,51359
Dominican Republic,DOM,2042,,49340
Dominican Republic,DOM,2043,,47270
Dominican Republic,DOM,2044,,45361
Dominican Republic,DOM,2045,,43353
Dominican Republic,DOM,2046,,40880
Dominican Republic,DOM,2047,,38275
Dominican Republic,DOM,2048,,36007
Dominican Republic,DOM,2049,,33676
Dominican Republic,DOM,2050,,31448
Dominican Republic,DOM,2051,,28853
Dominican Republic,DOM,2052,,25485
Dominican Republic,DOM,2053,,22396
Dominican Republic,DOM,2054,,19407
Dominican Republic,DOM,2055,,16517
Dominican Republic,DOM,2056,,13672
Dominican Republic,DOM,2057,,11252
Dominican Republic,DOM,2058,,9198
Dominican Republic,DOM,2059,,6222
Dominican Republic,DOM,2060,,3209
Dominican Republic,DOM,2061,,590
Dominican Republic,DOM,2062,,-2058
Dominican Republic,DOM,2063,,-4479
Dominican Republic,DOM,2064,,-7113
Dominican Republic,DOM,2065,,-9710
Dominican Republic,DOM,2066,,-11663
Dominican Republic,DOM,2067,,-13496
Dominican Republic,DOM,2068,,-15849
Dominican Republic,DOM,2069,,-18001
Dominican Republic,DOM,2070,,-20199
Dominican Republic,DOM,2071,,-22116
Dominican Republic,DOM,2072,,-23993
Dominican Republic,DOM,2073,,-26154
Dominican Republic,DOM,2074,,-28245
Dominican Republic,DOM,2075,,-29967
Dominican Republic,DOM,2076,,-31571
Dominican Republic,DOM,2077,,-33793
Dominican Republic,DOM,2078,,-35660
Dominican Republic,DOM,2079,,-37316
Dominican Republic,DOM,2080,,-39310
Dominican Republic,DOM,2081,,-41047
Dominican Republic,DOM,2082,,-42789
Dominican Republic,DOM,2083,,-44133
Dominican Republic,DOM,2084,,-45544
Dominican Republic,DOM,2085,,-47355
Dominican Republic,DOM,2086,,-48895
Dominican Republic,DOM,2087,,-50178
Dominican Republic,DOM,2088,,-51144
Dominican Republic,DOM,2089,,-52525
Dominican Republic,DOM,2090,,-53913
Dominican Republic,DOM,2091,,-54896
Dominican Republic,DOM,2092,,-55886
Dominican Republic,DOM,2093,,-57040
Dominican Republic,DOM,2094,,-58023
Dominican Republic,DOM,2095,,-58799
Dominican Republic,DOM,2096,,-59578
Dominican Republic,DOM,2097,,-60128
Dominican Republic,DOM,2098,,-60991
Dominican Republic,DOM,2099,,-61917
Dominican Republic,DOM,2100,,-62711
East Timor,TLS,1951,3499,
East Timor,TLS,1952,4162,
East Timor,TLS,1953,4566,
East Timor,TLS,1954,4912,
East Timor,TLS,1955,5254,
East Timor,TLS,1956,5543,
East Timor,TLS,1957,5863,
East Timor,TLS,1958,6190,
East Timor,TLS,1959,6522,
East Timor,TLS,1960,6852,
East Timor,TLS,1961,7170,
East Timor,TLS,1962,7482,
East Timor,TLS,1963,7790,
East Timor,TLS,1964,8092,
East Timor,TLS,1965,8377,
East Timor,TLS,1966,8657,
East Timor,TLS,1967,8953,
East Timor,TLS,1968,9229,
East Timor,TLS,1969,9480,
East Timor,TLS,1970,9719,
East Timor,TLS,1971,9895,
East Timor,TLS,1972,10001,
East Timor,TLS,1973,9887,
East Timor,TLS,1974,7969,
East Timor,TLS,1975,7337,
East Timor,TLS,1976,9464,
East Timor,TLS,1977,10687,
East Timor,TLS,1978,10461,
East Timor,TLS,1979,9945,
East Timor,TLS,1980,11152,
East Timor,TLS,1981,10626,
East Timor,TLS,1982,8653,
East Timor,TLS,1983,8548,
East Timor,TLS,1984,9082,
East Timor,TLS,1985,9885,
East Timor,TLS,1986,10520,
East Timor,TLS,1987,11296,
East Timor,TLS,1988,12266,
East Timor,TLS,1989,14107,
East Timor,TLS,1990,15488,
East Timor,TLS,1991,17938,
East Timor,TLS,1992,21037,
East Timor,TLS,1993,22122,
East Timor,TLS,1994,23056,
East Timor,TLS,1995,23651,
East Timor,TLS,1996,24137,
East Timor,TLS,1997,24900,
East Timor,TLS,1998,25348,
East Timor,TLS,1999,-107838,
East Timor,TLS,2000,-89604,
East Timor,TLS,2001,67158,
East Timor,TLS,2002,66917,
East Timor,TLS,2003,37706,
East Timor,TLS,2004,12205,
East Timor,TLS,2005,19229,
East Timor,TLS,2006,28300,
East Timor,TLS,2007,28288,
East Timor,TLS,2008,27533,
East Timor,TLS,2009,26352,
East Timor,TLS,2010,25905,
East Timor,TLS,2011,25524,
East Timor,TLS,2012,24679,
East Timor,TLS,2013,23806,
East Timor,TLS,2014,23216,
East Timor,TLS,2015,23220,
East Timor,TLS,2016,23181,
East Timor,TLS,2017,23397,
East Timor,TLS,2018,24251,
East Timor,TLS,2019,24984,
East Timor,TLS,2020,25105,
East Timor,TLS,2021,24091,
East Timor,TLS,2022,19157,
East Timor,TLS,2023,14993,
East Timor,TLS,2024,,16346
East Timor,TLS,2025,,17882
East Timor,TLS,2026,,18417
East Timor,TLS,2027,,19398
East Timor,TLS,2028,,20517
East Timor,TLS,2029,,21268
East Timor,TLS,2030,,21685
East Timor,TLS,2031,,20857
East Timor,TLS,2032,,19051
East Timor,TLS,2033,,18402
East Timor,TLS,2034,,19332
East Timor,TLS,2035,,21355
East Timor,TLS,2036,,20919
East Timor,TLS,2037,,19609
East Timor,TLS,2038,,19625
East Timor,TLS,2039,,19938
East Timor,TLS,2040,,19359
East Timor,TLS,2041,,18227
East Timor,TLS,2042,,19369
East Timor,TLS,2043,,20219
East Timor,TLS,2044,,17692
East Timor,TLS,2045,,15878
East Timor,TLS,2046,,15915
East Timor,TLS,2047,,16009
East Timor,TLS,2048,,16751
East Timor,TLS,2049,,15536
East Timor,TLS,2050,,15400
East Timor,TLS,2051,,13561
East Timor,TLS,2052,,11760
East Timor,TLS,2053,,14527
East Timor,TLS,2054,,12193
East Timor,TLS,2055,,10504
East Timor,TLS,2056,,13379
East Timor,TLS,2057,,13031
East Timor,TLS,2058,,11650
East Timor,TLS,2059,,10840
East Timor,TLS,2060,,8941
East Timor,TLS,2061,,6627
East Timor,TLS,2062,,6361
East Timor,TLS,2063,,7840
East Timor,TLS,2064,,8147
East Timor,TLS,2065,,7304
East Timor,TLS,2066,,7638
East Timor,TLS,2067,,7457
East Timor,TLS,2068,,6558
East Timor,TLS,2069,,6062
East Timor,TLS,2070,,4028
East Timor,TLS,2071,,5111
East Timor,TLS,2072,,5705
East Timor,TLS,2073,,2032
East Timor,TLS,2074,,1038
East Timor,TLS,2075,,670
East Timor,TLS,2076,,142
East Timor,TLS,2077,,-166
East Timor,TLS,2078,,-1740
East Timor,TLS,2079,,-847
East Timor,TLS,2080,,-1031
East Timor,TLS,2081,,-3342
East Timor,TLS,2082,,-3164
East Timor,TLS,2083,,-3890
East Timor,TLS,2084,,-5482
East Timor,TLS,2085,,-5589
East Timor,TLS,2086,,-4181
East Timor,TLS,2087,,-5268
East Timor,TLS,2088,,-6814
East Timor,TLS,2089,,-6881
East Timor,TLS,2090,,-7027
East Timor,TLS,2091,,-6563
East Timor,TLS,2092,,-6204
East Timor,TLS,2093,,-5372
East Timor,TLS,2094,,-6008
East Timor,TLS,2095,,-7476
East Timor,TLS,2096,,-8013
East Timor,TLS,2097,,-7204
East Timor,TLS,2098,,-6583
East Timor,TLS,2099,,-5780
East Timor,TLS,2100,,-4802
Ecuador,ECU,1951,91046,
Ecuador,ECU,1952,94566,
Ecuador,ECU,1953,97893,
Ecuador,ECU,1954,101218,
Ecuador,ECU,1955,104675,
Ecuador,ECU,1956,108348,
Ecuador,ECU,1957,112319,
Ecuador,ECU,1958,116643,
Ecuador,ECU,1959,121262,
Ecuador,ECU,1960,126132,
Ecuador,ECU,1961,131441,
Ecuador,ECU,1962,136938,
Ecuador,ECU,1963,142449,
Ecuador,ECU,1964,148204,
Ecuador,ECU,1965,154035,
Ecuador,ECU,1966,159789,
Ecuador,ECU,1967,165311,
Ecuador,ECU,1968,170623,
Ecuador,ECU,1969,175551,
Ecuador,ECU,1970,180158,
Ecuador,ECU,1971,184664,
Ecuador,ECU,1972,188984,
Ecuador,ECU,1973,192996,
Ecuador,ECU,1974,196535,
Ecuador,ECU,1975,199687,
Ecuador,ECU,1976,202655,
Ecuador,ECU,1977,205913,
Ecuador,ECU,1978,209350,
Ecuador,ECU,1979,212695,
Ecuador,ECU,1980,217011,
Ecuador,ECU,1981,221031,
Ecuador,ECU,1982,224383,
Ecuador,ECU,1983,229128,
Ecuador,ECU,1984,234359,
Ecuador,ECU,1985,236369,
Ecuador,ECU,1986,234847,
Ecuador,ECU,1987,233291,
Ecuador,ECU,1988,231514,
Ecuador,ECU,1989,231055,
Ecuador,ECU,1990,231815,
Ecuador,ECU,1991,228703,
Ecuador,ECU,1992,227751,
Ecuador,ECU,1993,224155,
Ecuador,ECU,1994,217914,
Ecuador,ECU,1995,218322,
Ecuador,ECU,1996,220435,
Ecuador,ECU,1997,220175,
Ecuador,ECU,1998,220059,
Ecuador,ECU,1999,219612,
Ecuador,ECU,2000,218415,
Ecuador,ECU,2001,221521,
Ecuador,ECU,2002,227737,
Ecuador,ECU,2003,233831,
Ecuador,ECU,2004,236396,
Ecuador,ECU,2005,237462,
Ecuador,ECU,2006,239976,
Ecuador,ECU,2007,242645,
Ecuador,ECU,2008,246418,
Ecuador,ECU,2009,250759,
Ecuador,ECU,2010,250737,
Ecuador,ECU,2011,249535,
Ecuador,ECU,2012,245963,
Ecuador,ECU,2013,234937,
Ecuador,ECU,2014,227995,
Ecuador,ECU,2015,231102,
Ecuador,ECU,2016,238913,
Ecuador,ECU,2017,254373,
Ecuador,ECU,2018,290027,
Ecuador,ECU,2019,290475,
Ecuador,ECU,2020,206041,
Ecuador,ECU,2021,136396,
Ecuador,ECU,2022,141446,
Ecuador,ECU,2023,156179,
Ecuador,ECU,2024,,155399
Ecuador,ECU,2025,,154420
Ecuador,ECU,2026,,154606
Ecuador,ECU,2027,,155815
Ecuador,ECU,2028,,156908
Ecuador,ECU,2029,,156875
Ecuador,ECU,2030,,155613
Ecuador,ECU,2031,,153100
Ecuador,ECU,2032,,149678
Ecuador,ECU,2033,,146257
Ecuador,ECU,2034,,142597
Ecuador,ECU,2035,,138782
Ecuador,ECU,2036,,135031
Ecuador,ECU,2037,,131222
Ecuador,ECU,2038,,127192
Ecuador,ECU,2039,,122694
Ecuador,ECU,2040,,117955
Ecuador,ECU,2041,,113231
Ecuador,ECU,2042,,108308
Ecuador,ECU,2043,,103364
Ecuador,ECU,2044,,98341
Ecuador,ECU,2045,,93163
Ecuador,ECU,2046,,87903
Ecuador,ECU,2047,,82633
Ecuador,ECU,2048,,77448
Ecuador,ECU,2049,,72041
Ecuador,ECU,2050,,66575
Ecuador,ECU,2051,,61142
Ecuador,ECU,2052,,55740
Ecuador,ECU,2053,,50575
Ecuador,ECU,2054,,45528
Ecuador,ECU,2055,,40537
Ecuador,ECU,2056,,35579
Ecuador,ECU,2057,,30724
Ecuador,ECU,2058,,25782
Ecuador,ECU,2059,,20884
Ecuador,ECU,2060,,16142
Ecuador,ECU,2061,,11462
Ecuador,ECU,2062,,6795
Ecuador,ECU,2063,,2106
Ecuador,ECU,2064,,-2636
Ecuador,ECU,2065,,-7400
Ecuador,ECU,2066,,-11865
Ecuador,ECU,2067,,-16255
Ecuador,ECU,2068,,-20841
Ecuador,ECU,2069,,-25473
Ecuador,ECU,2070,,-30308
Ecuador,ECU,2071,,-35021
Ecuador,ECU,2072,,-39637
Ecuador,ECU,2073,,-44332
Ecuador,ECU,2074,,-48945
Ecuador,ECU,2075,,-53233
Ecuador,ECU,2076,,-57508
Ecuador,ECU,2077,,-61973
Ecuador,ECU,2078,,-66262
Ecuador,ECU,2079,,-70384
Ecuador,ECU,2080,,-74141
Ecuador,ECU,2081,,-77641
Ecuador,ECU,2082,,-80969
Ecuador,ECU,2083,,-84086
Ecuador,ECU,2084,,-87095
Ecuador,ECU,2085,,-89906
Ecuador,ECU,2086,,-92740
Ecuador,ECU,2087,,-95221
Ecuador,ECU,2088,,-97318
Ecuador,ECU,2089,,-99361
Ecuador,ECU,2090,,-101263
Ecuador,ECU,2091,,-102966
Ecuador,ECU,2092,,-104476
Ecuador,ECU,2093,,-105665
Ecuador,ECU,2094,,-106647
Ecuador,ECU,2095,,-107586
Ecuador,ECU,2096,,-108411
Ecuador,ECU,2097,,-109189
Ecuador,ECU,2098,,-109835
Ecuador,ECU,2099,,-110493
Ecuador,ECU,2100,,-110978
Egypt,EGY,1951,457754,
Egypt,EGY,1952,499024,
Egypt,EGY,1953,539202,
Egypt,EGY,1954,568416,
Egypt,EGY,1955,582670,
Egypt,EGY,1956,592116,
Egypt,EGY,1957,607067,
Egypt,EGY,1958,605910,
Egypt,EGY,1959,626539,
Egypt,EGY,1960,669614,
Egypt,EGY,1961,704423,
Egypt,EGY,1962,736114,
Egypt,EGY,1963,754851,
Egypt,EGY,1964,767057,
Egypt,EGY,1965,770249,
Egypt,EGY,1966,777369,
Egypt,EGY,1967,789823,
Egypt,EGY,1968,801956,
