Entity,Code,Year,Deaths,Projected deaths (Projected),Births,Projected births (Projected)
Asia,OWID_ASI,2014,,,79318264,
Asia,OWID_ASI,2015,,,78098470,
Asia,OWID_ASI,2016,,,78589624,
Asia,OWID_ASI,2017,,,77393250,
Asia,OWID_ASI,2018,,,74255630,
Asia,OWID_ASI,2019,,,72691160,
Asia,OWID_ASI,2020,,,69033384,
Asia,OWID_ASI,2021,,,67349100,
Asia,OWID_ASI,2022,,,66233080,
Asia,OWID_ASI,2023,,,65630510,
Asia,OWID_ASI,2024,,,,65477760
Asia,OWID_ASI,2025,,,,65150864
Asia,OWID_ASI,2026,,,,64897376
Asia,OWID_ASI,2027,,,,64638860
Asia,OWID_ASI,2028,,,,64419750
Asia,OWID_ASI,2029,,,,64238620
Asia,OWID_ASI,2030,,,,64131624
Asia,OWID_ASI,2031,,,,63989910
Asia,OWID_ASI,2032,,,,63863320
Asia,OWID_ASI,2033,,,,63757836
Asia,OWID_ASI,2034,,,,63671116
Asia,OWID_ASI,2035,,,,63580680
Asia,OWID_ASI,2036,,,,63457336
Asia,OWID_ASI,2037,,,,63331824
Asia,OWID_ASI,2038,,,,63163630
Asia,OWID_ASI,2039,,,,62976916
Asia,OWID_ASI,2040,,,,62820470
Asia,OWID_ASI,2041,,,,62575784
Asia,OWID_ASI,2042,,,,62305320
Asia,OWID_ASI,2043,,,,62039850
Asia,OWID_ASI,2044,,,,61710356
Asia,OWID_ASI,2045,,,,61320576
Asia,OWID_ASI,2046,,,,60876464
Asia,OWID_ASI,2047,,,,60342544
Asia,OWID_ASI,2048,,,,59789496
Asia,OWID_ASI,2049,,,,59205210
Asia,OWID_ASI,2050,,,,58603936
Asia,OWID_ASI,2051,,,,57983836
Asia,OWID_ASI,2052,,,,57351470
Asia,OWID_ASI,2053,,,,56780024
Asia,OWID_ASI,2054,,,,56183564
Asia,OWID_ASI,2055,,,,55689080
Asia,OWID_ASI,2056,,,,55238130
Asia,OWID_ASI,2057,,,,54800976
Asia,OWID_ASI,2058,,,,54390628
Asia,OWID_ASI,2059,,,,54042064
Asia,OWID_ASI,2060,,,,53726092
Asia,OWID_ASI,2061,,,,53420440
Asia,OWID_ASI,2062,,,,53194800
Asia,OWID_ASI,2063,,,,52974748
Asia,OWID_ASI,2064,,,,52784930
Asia,OWID_ASI,2065,,,,52583460
Asia,OWID_ASI,2066,,,,52386400
Asia,OWID_ASI,2067,,,,52168504
Asia,OWID_ASI,2068,,,,51945180
Asia,OWID_ASI,2069,,,,51688930
Asia,OWID_ASI,2070,,,,51461210
Asia,OWID_ASI,2071,,,,51227348
Asia,OWID_ASI,2072,,,,50946640
Asia,OWID_ASI,2073,,,,50664490
Asia,OWID_ASI,2074,,,,50364550
Asia,OWID_ASI,2075,,,,50051704
Asia,OWID_ASI,2076,,,,49729650
Asia,OWID_ASI,2077,,,,49393948
Asia,OWID_ASI,2078,,,,49019736
Asia,OWID_ASI,2079,,,,48639508
Asia,OWID_ASI,2080,,,,48285630
Asia,OWID_ASI,2081,,,,47881600
Asia,OWID_ASI,2082,,,,47508732
Asia,OWID_ASI,2083,,,,47109544
Asia,OWID_ASI,2084,,,,46724276
Asia,OWID_ASI,2085,,,,46344810
Asia,OWID_ASI,2086,,,,45977416
Asia,OWID_ASI,2087,,,,45611744
Asia,OWID_ASI,2088,,,,45264990
Asia,OWID_ASI,2089,,,,44941200
Asia,OWID_ASI,2090,,,,44626710
Asia,OWID_ASI,2091,,,,44320840
Asia,OWID_ASI,2092,,,,44033324
Asia,OWID_ASI,2093,,,,43736956
Asia,OWID_ASI,2094,,,,43454860
Asia,OWID_ASI,2095,,,,43182530
Asia,OWID_ASI,2096,,,,42942572
Asia,OWID_ASI,2097,,,,42715310
Asia,OWID_ASI,2098,,,,42466630
Asia,OWID_ASI,2099,,,,42244940
Asia,OWID_ASI,2100,,,,41990830
Asia (UN),UN_ASI,1950,31233480,,57064430,
Asia (UN),UN_ASI,1951,30726496,,57272264,
Asia (UN),UN_ASI,1952,30213040,,61583050,
Asia (UN),UN_ASI,1953,30084320,,61026708,
Asia (UN),UN_ASI,1954,29666096,,63291210,
Asia (UN),UN_ASI,1955,29630032,,64332876,
Asia (UN),UN_ASI,1956,29491340,,63763680,
Asia (UN),UN_ASI,1957,29634494,,67363190,
Asia (UN),UN_ASI,1958,29450388,,65466370,
Asia (UN),UN_ASI,1959,33668068,,62243710,
Asia (UN),UN_ASI,1960,37385204,,62137840,
Asia (UN),UN_ASI,1961,32681264,,60313340,
Asia (UN),UN_ASI,1962,28467744,,71286750,
Asia (UN),UN_ASI,1963,29145436,,78726900,
Asia (UN),UN_ASI,1964,29138404,,76051990,
Asia (UN),UN_ASI,1965,30200920,,76794890,
Asia (UN),UN_ASI,1966,29609278,,76055130,
Asia (UN),UN_ASI,1967,29161398,,75394984,
Asia (UN),UN_ASI,1968,28818370,,80032744,
Asia (UN),UN_ASI,1969,28679202,,79891420,
Asia (UN),UN_ASI,1970,28929604,,81210590,
Asia (UN),UN_ASI,1971,30077990,,80314130,
Asia (UN),UN_ASI,1972,28220172,,80022130,
Asia (UN),UN_ASI,1973,27911060,,79808490,
Asia (UN),UN_ASI,1974,27694104,,78226180,
Asia (UN),UN_ASI,1975,27642636,,76064500,
Asia (UN),UN_ASI,1976,27628204,,75728600,
Asia (UN),UN_ASI,1977,27095572,,74472690,
Asia (UN),UN_ASI,1978,26972468,,75209180,
Asia (UN),UN_ASI,1979,26501850,,77233384,
Asia (UN),UN_ASI,1980,26602304,,78908616,
Asia (UN),UN_ASI,1981,26637172,,80628240,
Asia (UN),UN_ASI,1982,26737888,,83312660,
Asia (UN),UN_ASI,1983,26617012,,81377520,
Asia (UN),UN_ASI,1984,26664424,,83360750,
Asia (UN),UN_ASI,1985,26743722,,84852410,
Asia (UN),UN_ASI,1986,26770226,,87191670,
Asia (UN),UN_ASI,1987,26831386,,88785360,
Asia (UN),UN_ASI,1988,26908008,,88023380,
Asia (UN),UN_ASI,1989,26903782,,89064560,
Asia (UN),UN_ASI,1990,27128872,,90014730,
Asia (UN),UN_ASI,1991,27020010,,84847610,
Asia (UN),UN_ASI,1992,26758228,,83184690,
Asia (UN),UN_ASI,1993,26711748,,82282280,
Asia (UN),UN_ASI,1994,26781520,,81717290,
Asia (UN),UN_ASI,1995,26866356,,81107570,
Asia (UN),UN_ASI,1996,26816204,,80266910,
Asia (UN),UN_ASI,1997,26861516,,79627340,
Asia (UN),UN_ASI,1998,26932214,,79063384,
Asia (UN),UN_ASI,1999,27075044,,78786060,
Asia (UN),UN_ASI,2000,27130318,,79826536,
Asia (UN),UN_ASI,2001,27202096,,79003560,
Asia (UN),UN_ASI,2002,27270506,,78452900,
Asia (UN),UN_ASI,2003,27380330,,77962056,
Asia (UN),UN_ASI,2004,27753292,,77983530,
Asia (UN),UN_ASI,2005,27788372,,77710870,
Asia (UN),UN_ASI,2006,27924798,,78032650,
Asia (UN),UN_ASI,2007,28083034,,78518800,
Asia (UN),UN_ASI,2008,28570672,,79234200,
Asia (UN),UN_ASI,2009,28546010,,79820120,
Asia (UN),UN_ASI,2010,28724380,,79595720,
Asia (UN),UN_ASI,2011,29048148,,79627260,
Asia (UN),UN_ASI,2012,29292630,,81133570,
Asia (UN),UN_ASI,2013,29539360,,79733360,
Asia (UN),UN_ASI,2014,29778932,,79331656,
Asia (UN),UN_ASI,2015,30130498,,78112184,
Asia (UN),UN_ASI,2016,30488536,,78603860,
Asia (UN),UN_ASI,2017,31022632,,77407240,
Asia (UN),UN_ASI,2018,31192992,,74269650,
Asia (UN),UN_ASI,2019,31579544,,72705330,
Asia (UN),UN_ASI,2020,33854150,,69047896,
Asia (UN),UN_ASI,2021,38304908,,67363900,
Asia (UN),UN_ASI,2022,33349916,,66247784,
Asia (UN),UN_ASI,2023,34065020,,65645040,
Asia (UN),UN_ASI,2024,,34346108,,65492044
Asia (UN),UN_ASI,2025,,34741616,,65164816
Asia (UN),UN_ASI,2026,,34879250,,64911064
Asia (UN),UN_ASI,2027,,35497160,,64652264
Asia (UN),UN_ASI,2028,,36162270,,64432900
Asia (UN),UN_ASI,2029,,36829064,,64251508
Asia (UN),UN_ASI,2030,,37513804,,64144296
Asia (UN),UN_ASI,2031,,38221290,,64002350
Asia (UN),UN_ASI,2032,,38945772,,63875560
Asia (UN),UN_ASI,2033,,39695268,,63769916
Asia (UN),UN_ASI,2034,,40444070,,63683050
Asia (UN),UN_ASI,2035,,41217600,,63592484
Asia (UN),UN_ASI,2036,,41990290,,63469056
Asia (UN),UN_ASI,2037,,42782788,,63343504
Asia (UN),UN_ASI,2038,,43555560,,63175260
Asia (UN),UN_ASI,2039,,44335470,,62988572
Asia (UN),UN_ASI,2040,,45104468,,62832150
Asia (UN),UN_ASI,2041,,45884944,,62587496
Asia (UN),UN_ASI,2042,,46648264,,62317070
Asia (UN),UN_ASI,2043,,47403924,,62051660
Asia (UN),UN_ASI,2044,,48149772,,61722236
Asia (UN),UN_ASI,2045,,48896000,,61332544
Asia (UN),UN_ASI,2046,,49620376,,60888516
Asia (UN),UN_ASI,2047,,50335756,,60354668
Asia (UN),UN_ASI,2048,,51045324,,59801710
Asia (UN),UN_ASI,2049,,51742084,,59217496
Asia (UN),UN_ASI,2050,,52429116,,58616292
Asia (UN),UN_ASI,2051,,53104820,,57996264
Asia (UN),UN_ASI,2052,,53774984,,57363950
Asia (UN),UN_ASI,2053,,54434200,,56792524
Asia (UN),UN_ASI,2054,,55088564,,56196060
Asia (UN),UN_ASI,2055,,55718650,,55701560
Asia (UN),UN_ASI,2056,,56319836,,55250564
Asia (UN),UN_ASI,2057,,56898720,,54813364
Asia (UN),UN_ASI,2058,,57463170,,54402950
Asia (UN),UN_ASI,2059,,58007624,,54054300
Asia (UN),UN_ASI,2060,,58518964,,53738220
Asia (UN),UN_ASI,2061,,58974110,,53432456
Asia (UN),UN_ASI,2062,,59403290,,53206684
Asia (UN),UN_ASI,2063,,59792470,,52986504
Asia (UN),UN_ASI,2064,,60184708,,52796544
Asia (UN),UN_ASI,2065,,60551376,,52594932
Asia (UN),UN_ASI,2066,,60873704,,52397736
Asia (UN),UN_ASI,2067,,61208630,,52179730
Asia (UN),UN_ASI,2068,,61518490,,51956270
Asia (UN),UN_ASI,2069,,61814084,,51699920
Asia (UN),UN_ASI,2070,,62105736,,51472100
Asia (UN),UN_ASI,2071,,62394416,,51238156
Asia (UN),UN_ASI,2072,,62698730,,50957390
Asia (UN),UN_ASI,2073,,62976904,,50675180
Asia (UN),UN_ASI,2074,,63249616,,50375190
Asia (UN),UN_ASI,2075,,63526264,,50062330
Asia (UN),UN_ASI,2076,,63788016,,49740250
Asia (UN),UN_ASI,2077,,64024892,,49404548
Asia (UN),UN_ASI,2078,,64247216,,49030348
Asia (UN),UN_ASI,2079,,64423844,,48650120
Asia (UN),UN_ASI,2080,,64565936,,48296250
Asia (UN),UN_ASI,2081,,64642292,,47892230
Asia (UN),UN_ASI,2082,,64678420,,47519376
Asia (UN),UN_ASI,2083,,64688990,,47120216
Asia (UN),UN_ASI,2084,,64645800,,46734950
Asia (UN),UN_ASI,2085,,64570160,,46355476
Asia (UN),UN_ASI,2086,,64445864,,45988090
Asia (UN),UN_ASI,2087,,64312428,,45622412
Asia (UN),UN_ASI,2088,,64166790,,45275650
Asia (UN),UN_ASI,2089,,64025030,,44951830
Asia (UN),UN_ASI,2090,,63858890,,44637320
Asia (UN),UN_ASI,2091,,63695144,,44331410
Asia (UN),UN_ASI,2092,,63550876,,44043850
Asia (UN),UN_ASI,2093,,63421960,,43747424
Asia (UN),UN_ASI,2094,,63294730,,43465256
Asia (UN),UN_ASI,2095,,63195856,,43192852
Asia (UN),UN_ASI,2096,,63073332,,42952828
Asia (UN),UN_ASI,2097,,62985504,,42725490
Asia (UN),UN_ASI,2098,,62878740,,42476720
Asia (UN),UN_ASI,2099,,62767196,,42254932
Asia (UN),UN_ASI,2100,,62642364,,42000736
Australia,AUS,1950,77952,,188769,
Australia,AUS,1951,81463,,192103,
Australia,AUS,1952,81306,,200981,
Australia,AUS,1953,79814,,201657,
Australia,AUS,1954,81268,,201032,
Australia,AUS,1955,81400,,205979,
Australia,AUS,1956,85159,,210461,
Australia,AUS,1957,84217,,217683,
Australia,AUS,1958,82994,,219962,
Australia,AUS,1959,88279,,223658,
Australia,AUS,1960,87556,,227483,
Australia,AUS,1961,88035,,237166,
Australia,AUS,1962,92055,,233683,
Australia,AUS,1963,93803,,232667,
Australia,AUS,1964,99407,,225690,
Australia,AUS,1965,99075,,220766,
Australia,AUS,1966,103202,,221771,
Australia,AUS,1967,101853,,227577,
Australia,AUS,1968,107973,,239374,
Australia,AUS,1969,105589,,249190,
Australia,AUS,1970,111711,,257096,
Australia,AUS,1971,108458,,279895,
Australia,AUS,1972,109404,,272954,
Australia,AUS,1973,109387,,255594,
Australia,AUS,1974,114277,,250586,
Australia,AUS,1975,107677,,238852,
Australia,AUS,1976,111611,,227842,
Australia,AUS,1977,107447,,226991,
Australia,AUS,1978,107874,,224741,
Australia,AUS,1979,106151,,223189,
Australia,AUS,1980,107573,,225831,
Australia,AUS,1981,108882,,235219,
Australia,AUS,1982,113463,,240045,
Australia,AUS,1983,109702,,242964,
Australia,AUS,1984,112852,,238247,
Australia,AUS,1985,117401,,244258,
Australia,AUS,1986,114227,,243741,
Australia,AUS,1987,118078,,244350,
Australia,AUS,1988,119040,,246692,
Australia,AUS,1989,125436,,250952,
Australia,AUS,1990,118989,,263218,
Australia,AUS,1991,118722,,259333,
Australia,AUS,1992,122911,,264856,
Australia,AUS,1993,120923,,261619,
Australia,AUS,1994,127106,,259687,
Australia,AUS,1995,125329,,256169,
Australia,AUS,1996,128274,,253947,
Australia,AUS,1997,128801,,251705,
Australia,AUS,1998,127521,,249240,
Australia,AUS,1999,128548,,249146,
Australia,AUS,2000,129228,,249532,
Australia,AUS,2001,129266,,246155,
Australia,AUS,2002,133937,,250488,
Australia,AUS,2003,132706,,251074,
Australia,AUS,2004,133214,,254798,
Australia,AUS,2005,132447,,265050,
Australia,AUS,2006,135419,,271597,
Australia,AUS,2007,140516,,290455,
Australia,AUS,2008,143452,,299959,
Australia,AUS,2009,142352,,299304,
Australia,AUS,2010,143711,,301517,
Australia,AUS,2011,147557,,301733,
Australia,AUS,2012,150207,,308329,
Australia,AUS,2013,149460,,306983,
Australia,AUS,2014,155139,,300278,
Australia,AUS,2015,158346,,305482,
Australia,AUS,2016,159874,,309657,
Australia,AUS,2017,165431,,308126,
Australia,AUS,2018,160788,,313988,
Australia,AUS,2019,166044,,305307,
Australia,AUS,2020,163849,,295156,
Australia,AUS,2021,171436,,304162,
Australia,AUS,2022,204741,,303397,
Australia,AUS,2023,183927,,304340,
Australia,AUS,2024,,179984,,304984
Australia,AUS,2025,,183314,,304326
Australia,AUS,2026,,187031,,303345
Australia,AUS,2027,,190713,,302373
Australia,AUS,2028,,194602,,301452
Australia,AUS,2029,,198691,,299996
Australia,AUS,2030,,203341,,299017
Australia,AUS,2031,,207945,,297931
Australia,AUS,2032,,212729,,297674
Australia,AUS,2033,,217736,,297938
Australia,AUS,2034,,222915,,299010
Australia,AUS,2035,,227874,,300819
Australia,AUS,2036,,233302,,302770
Australia,AUS,2037,,238577,,305381
Australia,AUS,2038,,243670,,308241
Australia,AUS,2039,,248800,,310910
Australia,AUS,2040,,253600,,313546
Australia,AUS,2041,,258234,,316495
Australia,AUS,2042,,262856,,319235
Australia,AUS,2043,,267249,,321626
Australia,AUS,2044,,271093,,324014
Australia,AUS,2045,,275068,,325629
Australia,AUS,2046,,278862,,327147
Australia,AUS,2047,,282333,,328485
Australia,AUS,2048,,285654,,330043
Australia,AUS,2049,,288754,,331440
Australia,AUS,2050,,292027,,332401
Australia,AUS,2051,,294733,,333263
Australia,AUS,2052,,297799,,334037
Australia,AUS,2053,,300877,,334730
Australia,AUS,2054,,303428,,335230
Australia,AUS,2055,,305544,,336454
Australia,AUS,2056,,308013,,337614
Australia,AUS,2057,,309748,,338607
Australia,AUS,2058,,312077,,339769
Australia,AUS,2059,,313925,,340704
Australia,AUS,2060,,315781,,341291
Australia,AUS,2061,,317502,,342464
Australia,AUS,2062,,319628,,343537
Australia,AUS,2063,,321400,,344230
Australia,AUS,2064,,323542,,346071
Australia,AUS,2065,,325355,,346728
Australia,AUS,2066,,326968,,348501
Australia,AUS,2067,,329597,,350378
Australia,AUS,2068,,331715,,352001
Australia,AUS,2069,,334068,,354884
Australia,AUS,2070,,336943,,356610
Australia,AUS,2071,,339454,,359148
Australia,AUS,2072,,342254,,361546
Australia,AUS,2073,,345190,,363632
Australia,AUS,2074,,348049,,365656
Australia,AUS,2075,,351064,,368192
Australia,AUS,2076,,354528,,369884
Australia,AUS,2077,,357316,,371704
Australia,AUS,2078,,360286,,373849
Australia,AUS,2079,,362799,,376515
Australia,AUS,2080,,365331,,378258
Australia,AUS,2081,,367548,,379759
Australia,AUS,2082,,369367,,381369
Australia,AUS,2083,,370508,,383155
Australia,AUS,2084,,371579,,385110
Australia,AUS,2085,,372425,,386337
Australia,AUS,2086,,372639,,387262
Australia,AUS,2087,,372563,,388933
Australia,AUS,2088,,372278,,390414
Australia,AUS,2089,,371872,,392375
Australia,AUS,2090,,370601,,394379
Australia,AUS,2091,,370253,,395327
Australia,AUS,2092,,369217,,397055
Australia,AUS,2093,,369304,,398747
Australia,AUS,2094,,368944,,400551
Australia,AUS,2095,,369939,,401445
Australia,AUS,2096,,370665,,402605
Australia,AUS,2097,,372002,,404262
Australia,AUS,2098,,373941,,405640
Australia,AUS,2099,,377202,,406580
Australia,AUS,2100,,380412,,408076
Austria,AUT,1950,85785,,107515,
Austria,AUT,1951,88277,,103572,
Austria,AUT,1952,83488,,103551,
Austria,AUT,1953,83471,,102927,
Austria,AUT,1954,84725,,103512,
Austria,AUT,1955,85155,,107943,
Austria,AUT,1956,87038,,114939,
Austria,AUT,1957,89390,,117852,
Austria,AUT,1958,86105,,119795,
Austria,AUT,1959,88180,,124371,
Austria,AUT,1960,89763,,125933,
Austria,AUT,1961,85866,,131763,
Austria,AUT,1962,90969,,133371,
Austria,AUT,1963,91679,,134825,
Austria,AUT,1964,89200,,133431,
Austria,AUT,1965,94303,,129755,
Austria,AUT,1966,91586,,128980,
Austria,AUT,1967,95483,,127693,
Austria,AUT,1968,96137,,126192,
Austria,AUT,1969,98808,,121088,
Austria,AUT,1970,98939,,112196,
Austria,AUT,1971,97435,,107808,
Austria,AUT,1972,95413,,103181,
Austria,AUT,1973,92862,,97232,
Austria,AUT,1974,94453,,97240,
Austria,AUT,1975,96281,,93749,
Austria,AUT,1976,95253,,86946,
Austria,AUT,1977,92537,,85010,
Austria,AUT,1978,94881,,85031,
Austria,AUT,1979,92167,,86210,
Austria,AUT,1980,92630,,90693,
Austria,AUT,1981,92827,,93662,
Austria,AUT,1982,91686,,95019,
Austria,AUT,1983,93309,,90342,
Austria,AUT,1984,88778,,89414,
Austria,AUT,1985,89969,,87679,
Austria,AUT,1986,87351,,87247,
Austria,AUT,1987,85242,,87119,
Austria,AUT,1988,83509,,88445,
Austria,AUT,1989,83648,,88806,
Austria,AUT,1990,83147,,90313,
Austria,AUT,1991,83675,,94240,
Austria,AUT,1992,83443,,95147,
Austria,AUT,1993,82724,,95453,
Austria,AUT,1994,81002,,92796,
Austria,AUT,1995,81516,,89048,
Austria,AUT,1996,81092,,88775,
Austria,AUT,1997,79695,,84116,
Austria,AUT,1998,78548,,81169,
Austria,AUT,1999,78530,,78110,
Austria,AUT,2000,77148,,78059,
Austria,AUT,2001,74939,,75153,
Austria,AUT,2002,76441,,77654,
Austria,AUT,2003,77417,,76261,
Austria,AUT,2004,74621,,78196,
Austria,AUT,2005,75442,,77610,
Austria,AUT,2006,74605,,77359,
Austria,AUT,2007,74720,,75671,
Austria,AUT,2008,75482,,77099,
Austria,AUT,2009,77593,,75974,
Austria,AUT,2010,77427,,78318,
Austria,AUT,2011,76722,,77732,
Austria,AUT,2012,79681,,78433,
Austria,AUT,2013,79643,,78762,
Austria,AUT,2014,78406,,81001,
Austria,AUT,2015,83286,,83579,
Austria,AUT,2016,80858,,87159,
Austria,AUT,2017,83385,,87349,
Austria,AUT,2018,84396,,85407,
Austria,AUT,2019,83683,,84741,
Austria,AUT,2020,84153,,83467,
Austria,AUT,2021,85122,,85345,
Austria,AUT,2022,96596,,82088,
Austria,AUT,2023,93222,,77054,
Austria,AUT,2024,,92941,,76247
Austria,AUT,2025,,93229,,75378
Austria,AUT,2026,,93677,,74449
Austria,AUT,2027,,94085,,73498
Austria,AUT,2028,,94602,,72489
Austria,AUT,2029,,95177,,71503
Austria,AUT,2030,,95767,,70448
Austria,AUT,2031,,96471,,69526
Austria,AUT,2032,,97151,,68836
Austria,AUT,2033,,97790,,68270
Austria,AUT,2034,,98512,,67910
Austria,AUT,2035,,99056,,67596
Austria,AUT,2036,,99582,,67460
Austria,AUT,2037,,100117,,67541
Austria,AUT,2038,,100744,,67662
Austria,AUT,2039,,101508,,67983
Austria,AUT,2040,,102283,,68288
Austria,AUT,2041,,103226,,68713
Austria,AUT,2042,,104150,,69197
Austria,AUT,2043,,105368,,69543
Austria,AUT,2044,,106680,,69877
Austria,AUT,2045,,107994,,70088
Austria,AUT,2046,,109364,,70285
Austria,AUT,2047,,110716,,70350
Austria,AUT,2048,,112132,,70338
Austria,AUT,2049,,113594,,70217
Austria,AUT,2050,,114788,,69935
Austria,AUT,2051,,116096,,69629
Austria,AUT,2052,,117258,,69265
Austria,AUT,2053,,118036,,68837
Austria,AUT,2054,,118906,,68292
Austria,AUT,2055,,119372,,67708
Austria,AUT,2056,,119622,,67084
Austria,AUT,2057,,119591,,66496
Austria,AUT,2058,,119312,,65801
Austria,AUT,2059,,118929,,65095
Austria,AUT,2060,,118067,,64440
Austria,AUT,2061,,117142,,63942
Austria,AUT,2062,,116103,,63519
Austria,AUT,2063,,115089,,63093
Austria,AUT,2064,,113895,,62794
Austria,AUT,2065,,112634,,62564
Austria,AUT,2066,,111534,,62360
Austria,AUT,2067,,110468,,62266
Austria,AUT,2068,,109417,,62195
Austria,AUT,2069,,108637,,62226
Austria,AUT,2070,,107892,,62346
Austria,AUT,2071,,107440,,62446
Austria,AUT,2072,,107241,,62598
Austria,AUT,2073,,106829,,62734
Austria,AUT,2074,,106759,,62862
Austria,AUT,2075,,106620,,63025
Austria,AUT,2076,,106637,,63181
Austria,AUT,2077,,106554,,63251
Austria,AUT,2078,,106429,,63288
Austria,AUT,2079,,106164,,63234
Austria,AUT,2080,,105906,,63198
Austria,AUT,2081,,105400,,63138
Austria,AUT,2082,,104821,,63006
Austria,AUT,2083,,104022,,62953
Austria,AUT,2084,,103157,,62743
Austria,AUT,2085,,102062,,62518
Austria,AUT,2086,,100975,,62210
Austria,AUT,2087,,99862,,61846
Austria,AUT,2088,,98475,,61537
Austria,AUT,2089,,97152,,61152
Austria,AUT,2090,,95871,,60815
Austria,AUT,2091,,94517,,60447
Austria,AUT,2092,,93118,,60155
Austria,AUT,2093,,91914,,59920
Austria,AUT,2094,,90744,,59581
Austria,AUT,2095,,89717,,59300
Austria,AUT,2096,,88896,,59031
Austria,AUT,2097,,88241,,58726
Austria,AUT,2098,,87850,,58512
Austria,AUT,2099,,87586,,58315
Austria,AUT,2100,,87570,,58175
Azerbaijan,AZE,1950,64345,,117561,
Azerbaijan,AZE,1951,65369,,122590,
Azerbaijan,AZE,1952,66230,,128801,
Azerbaijan,AZE,1953,66958,,135727,
Azerbaijan,AZE,1954,67789,,143394,
Azerbaijan,AZE,1955,68444,,151772,
Azerbaijan,AZE,1956,69270,,160743,
Azerbaijan,AZE,1957,70339,,170048,
Azerbaijan,AZE,1958,71089,,179297,
Azerbaijan,AZE,1959,71553,,187881,
Azerbaijan,AZE,1960,71771,,195493,
Azerbaijan,AZE,1961,71764,,200907,
Azerbaijan,AZE,1962,71256,,203325,
Azerbaijan,AZE,1963,70357,,203944,
Azerbaijan,AZE,1964,69162,,200609,
Azerbaijan,AZE,1965,67571,,194918,
Azerbaijan,AZE,1966,65846,,189367,
Azerbaijan,AZE,1967,63889,,178857,
Azerbaijan,AZE,1968,62187,,173277,
Azerbaijan,AZE,1969,60720,,167907,
Azerbaijan,AZE,1970,59477,,164083,
Azerbaijan,AZE,1971,58520,,160955,
Azerbaijan,AZE,1972,57615,,157690,
Azerbaijan,AZE,1973,56979,,155986,
Azerbaijan,AZE,1974,56634,,156567,
Azerbaijan,AZE,1975,56618,,158443,
Azerbaijan,AZE,1976,55508,,160839,
Azerbaijan,AZE,1977,55632,,164186,
Azerbaijan,AZE,1978,55612,,168022,
Azerbaijan,AZE,1979,55352,,176234,
Azerbaijan,AZE,1980,55956,,182014,
Azerbaijan,AZE,1981,56123,,187918,
Azerbaijan,AZE,1982,56711,,193323,
Azerbaijan,AZE,1983,57442,,199646,
Azerbaijan,AZE,1984,60215,,205171,
Azerbaijan,AZE,1985,59886,,209928,
Azerbaijan,AZE,1986,61291,,212415,
Azerbaijan,AZE,1987,61691,,213096,
Azerbaijan,AZE,1988,63129,,213566,
Azerbaijan,AZE,1989,63550,,212745,
Azerbaijan,AZE,1990,64666,,207772,
Azerbaijan,AZE,1991,65995,,202492,
Azerbaijan,AZE,1992,72623,,192857,
Azerbaijan,AZE,1993,70767,,183400,
Azerbaijan,AZE,1994,74806,,162575,
Azerbaijan,AZE,1995,69219,,148705,
Azerbaijan,AZE,1996,67003,,136104,
Azerbaijan,AZE,1997,67182,,141413,
Azerbaijan,AZE,1998,64597,,131955,
Azerbaijan,AZE,1999,61352,,124936,
Azerbaijan,AZE,2000,60664,,124478,
Azerbaijan,AZE,2001,59763,,117728,
Azerbaijan,AZE,2002,58903,,118344,
Azerbaijan,AZE,2003,60225,,121350,
Azerbaijan,AZE,2004,61912,,152824,
Azerbaijan,AZE,2005,63516,,157436,
Azerbaijan,AZE,2006,62967,,163981,
Azerbaijan,AZE,2007,64461,,163293,
Azerbaijan,AZE,2008,63653,,161318,
Azerbaijan,AZE,2009,63412,,157210,
Azerbaijan,AZE,2010,63866,,168827,
Azerbaijan,AZE,2011,65063,,175634,
Azerbaijan,AZE,2012,65391,,191217,
Azerbaijan,AZE,2013,65420,,191774,
Azerbaijan,AZE,2014,65188,,188927,
Azerbaijan,AZE,2015,65234,,182766,
Azerbaijan,AZE,2016,65872,,173748,
Azerbaijan,AZE,2017,67200,,166136,
Azerbaijan,AZE,2018,67313,,159805,
Azerbaijan,AZE,2019,67285,,153355,
Azerbaijan,AZE,2020,87997,,142992,
Azerbaijan,AZE,2021,87423,,135569,
Azerbaijan,AZE,2022,65873,,129419,
Azerbaijan,AZE,2023,67841,,125136,
Azerbaijan,AZE,2024,,68615,,121322
Azerbaijan,AZE,2025,,70132,,120097
Azerbaijan,AZE,2026,,71735,,119620
Azerbaijan,AZE,2027,,73509,,119961
Azerbaijan,AZE,2028,,75301,,120765
Azerbaijan,AZE,2029,,77259,,121981
Azerbaijan,AZE,2030,,79396,,123303
Azerbaijan,AZE,2031,,81490,,124540
Azerbaijan,AZE,2032,,83857,,125946
Azerbaijan,AZE,2033,,86215,,127122
Azerbaijan,AZE,2034,,88676,,128097
Azerbaijan,AZE,2035,,91216,,128599
Azerbaijan,AZE,2036,,93655,,128652
Azerbaijan,AZE,2037,,96257,,128406
Azerbaijan,AZE,2038,,98770,,128005
Azerbaijan,AZE,2039,,101203,,127501
Azerbaijan,AZE,2040,,103629,,126799
Azerbaijan,AZE,2041,,105859,,125909
Azerbaijan,AZE,2042,,108077,,124981
Azerbaijan,AZE,2043,,110172,,124216
Azerbaijan,AZE,2044,,112030,,123294
Azerbaijan,AZE,2045,,113707,,122264
Azerbaijan,AZE,2046,,115336,,121091
